conf_name,market,school_city,first_name,last_name,birthplace_city,birthplace_state,birthplace_country,FGM,Steals,Three_PTM,FTM,Blocks,Offensive_Reb,Assists,Defensive_Reb,Fouls,FT_Miss,FG_Miss,Turnovers,Minutes,team_games_played_2017,games_played_on_team,attendance,avg_mins_per_game
Southeastern,LSU,"Baton Rouge, LA, USA",SKYLAR,MAYS,Baton Rouge,LA, USA,125,51,47,77,8,17,97,115,50,15,157,56,1026,33,33,1,31.09
Summit League,South Dakota State,"Brookings, SD, USA",SKYLER,FLATTEN,Clark,SD, USA,84,16,55,15,12,16,41,94,39,6,86,13,922,35,35,1,26.34
Big 12,Iowa State,"Ames, IA, USA",SOLOMON,YOUNG,Sacramento,CA, USA,71,22,3,43,19,51,18,103,76,17,75,24,708,31,26,0.84,22.84
Mid Eastern Athletic,Bethune-Cookman,"Daytona Beach, FL, USA",SOUFIYANE,DIAKITE,Bronx,NY, USA,134,27,8,59,29,102,36,211,76,35,100,63,891,32,32,1,27.84
Atlantic 10,Rhode Island,"Kingston, RI, USA",STANFORD,ROBINSON,Landover,MD, USA,111,69,23,45,16,56,61,131,89,30,134,54,915,34,33,0.97,26.91
Mid Eastern Athletic,Morgan State,"Baltimore, MD, USA",STANLEY,DAVIS,Chester,PA, USA,89,24,9,47,4,27,53,65,57,18,121,59,684,32,32,1,21.38
Horizon,Cleveland State,"Cleveland, OH, USA",STEFAN,KENIC,Belgrade,, SRB,103,15,47,71,9,26,19,85,67,18,142,60,794,35,34,0.97,22.69
Atlantic Coast,Boston College,"Chestnut Hill, MA, USA",STEFFON,MITCHELL,Shakopee,MN, USA,73,38,22,49,35,100,72,181,65,45,102,38,1128,35,34,0.97,32.23
American Athletic,South Florida,"Tampa, FL, USA",STEPHAN,JIGGETTS,Forestville,MD, USA,133,21,61,73,3,11,104,81,65,17,226,75,1089,32,32,1,34.03
Patriot League,Bucknell,"Lewisburg, PA, USA",STEPHEN,BROWN,Manassas,VA, USA,186,41,64,91,9,17,150,98,63,18,200,61,1056,35,35,1,30.17
Pacific 12,Oregon State,"Corvallis, OR, USA",STEPHEN,THOMPSON,Los Angeles,CA, USA,187,55,64,67,11,25,104,75,72,35,219,67,1172,32,32,1,36.63
Southland,McNeese State,"Lake Charles, LA, USA",STEPHEN,UGOCHUKWU,Lewisville,TX, USA,86,15,1,52,35,46,24,102,59,33,112,40,639,29,28,0.97,22.03
Southern,Mercer,"Macon, GA, USA",STEPHON,JELKS,Marietta,GA, USA,116,23,44,48,13,60,56,186,82,14,106,43,889,34,34,1,26.15
American Athletic,Tulsa,"Tulsa, OK, USA",STERLING,TAPLIN,Williamsville,NY, USA,127,28,38,62,4,5,132,107,55,23,148,72,845,31,30,0.97,27.26
West Coast,Loyola Marymount,"Los Angeles, CA, USA",STEVEN,HANEY,East Lansing,MI, USA,96,19,66,51,1,6,35,51,43,15,154,29,730,31,24,0.77,23.55
Ivy,Cornell,"Ithaca, NY, USA",STEVEN,JULIAN,Louisville,KY, USA,70,32,10,38,39,38,33,124,67,29,67,28,834,28,28,1,29.79
Colonial,Elon,"Elon, NC, USA",STEVEN,SANTA ANA,Charlotte,NC, USA,108,25,53,40,8,24,62,117,54,22,143,58,875,32,32,1,27.34
Mid Eastern Athletic,Norfolk State,"Norfolk, VA, USA",STEVEN,WHITLEY,Norfolk,VA, USA,144,53,31,85,4,44,154,145,83,45,179,101,946,33,33,1,28.67
Metro Atlantic Athletic,Rider,"Lawrenceville, NJ, USA",STEVIE,JORDAN,Bensalem,PA, USA,142,50,23,84,10,29,182,88,66,43,174,95,1012,32,31,0.97,31.63
Ivy,Cornell,"Ithaca, NY, USA",STONE,GETTINGS,Malibu,CA, USA,165,20,43,94,13,39,80,147,71,20,174,63,749,28,28,1,26.75
Southern,Wofford,"Spartanburg, SC, USA",STORM,MURPHY,Middleton,WI, USA,70,30,41,32,1,7,135,68,44,6,90,57,932,34,34,1,27.41
Colonial,James Madison,"Harrisonburg, VA, USA",STUCKEY,MOSLEY,Orlando,FL, USA,199,46,85,107,7,24,68,119,74,20,283,63,1140,32,32,1,35.63
Big 12,Kansas,"Lawrence, KS, USA",SVIATOSLAV,MYKHAILIUK,Cherkasy,, UKR,205,46,115,45,12,44,107,109,97,11,267,65,1347,39,39,1,34.54
Horizon,IUPUI,"Indianapolis, IN, USA",T.J.,HENDERSON,Indianapolis,IN, USA,102,30,40,80,6,17,63,62,52,16,143,73,721,30,30,1,24.03
Atlantic Coast,Georgia Tech,"Atlanta, GA, USA",TADRIC,JACKSON,Tifton,GA, USA,149,26,28,41,5,23,63,83,54,26,186,66,838,32,29,0.91,26.19
Mid-American,Ball State,"Muncie, IN, USA",TAHJAI,TEAGUE,Indianapolis,IN, USA,149,38,7,81,28,58,39,183,75,43,132,47,816,32,32,1,25.5
Horizon,Illinois-Chicago,"Chicago, IL, USA",TAI,ODIASE,Glenwood,IL, USA,130,24,0,75,112,83,8,118,68,42,99,37,907,36,36,1,25.19
Metro Atlantic Athletic,Canisius,"Buffalo, NY, USA",TAKAL,MOLSON,Buffalo,NY, USA,137,39,45,98,14,60,86,104,63,45,173,70,966,33,33,1,29.27
Sun Belt,Arkansas State,"Jonesboro, AR, USA",TAMAS,BRUCE,Osceola,AR, USA,103,22,0,62,21,81,12,89,100,36,90,46,672,32,30,0.94,21
Ivy,Brown,"Providence, RI, USA",TAMENANG,CHOH,Lowell,MA, USA,72,13,1,49,19,55,40,92,81,28,63,43,625,27,27,1,23.15
West Coast,Saint Mary's,"Moraga, CA, USA",TANNER,KREBS,Hobart,, AUS,92,19,59,35,13,31,36,157,65,7,125,21,992,36,36,1,27.56
America East,New Hampshire,"Durham, NH, USA",TANNER,LEISSNER,Converse,TX, USA,195,15,38,153,10,81,62,133,57,46,237,50,1111,31,31,1,35.84
Big Sky,Northern Colorado,"Greeley, CO, USA",TANNER,MORGAN,Salem,OR, USA,94,17,5,41,26,57,23,163,103,25,101,51,911,38,38,1,23.97
Atlantic Sun,Jacksonville,"Jacksonville, FL, USA",TANNER,RUBIO,Maitland,FL, USA,86,19,57,25,1,11,54,35,53,16,174,59,840,33,33,1,25.45
Atlantic 10,Duquesne,"Pittsburgh, PA, USA",TARIN,SMITH,Ocean Township,NJ, USA,133,31,39,92,16,17,102,80,47,48,188,69,912,32,32,1,28.5
Big East,St. John's,"Queens, NY, USA",TARIQ,OWENS,Odenton,MD, USA,113,20,12,40,94,52,17,143,101,18,111,42,1001,33,33,1,30.33
Horizon,Illinois-Chicago,"Chicago, IL, USA",TARKUS,FERGUSON,Belleville,IL, USA,91,30,38,65,24,21,136,127,58,16,149,71,792,36,27,0.75,22
Big 12,Oklahoma State,"Stillwater, OK, USA",TAVARIUS,SHINE,Irving,TX, USA,100,30,41,59,22,39,52,68,70,18,147,34,798,36,31,0.86,22.17
Conference USA,Western Kentucky,"Bowling Green, KY, USA",TAVEION,HOLLINGSWORTH,Lexington,KY, USA,170,39,45,121,5,31,71,98,64,32,184,67,1312,38,38,1,34.53
Big West,Cal State Northridge,"Northridge, CA, USA",TAVRION,DAWSON,Long Beach,CA, USA,195,27,27,84,22,46,60,152,45,34,246,70,990,30,30,1,33
Mid-American,Ball State,"Muncie, IN, USA",TAYLER,PERSONS,Kokomo,IN, USA,187,26,38,69,5,17,137,90,72,34,219,94,954,32,32,1,29.81
Atlantic 10,Saint Joseph's (PA),"Philadelphia, PA, USA",TAYLOR,FUNK,Lancaster,PA, USA,127,25,84,41,15,33,43,123,69,8,171,35,920,32,32,1,28.75
Ivy,Dartmouth,"Hanover, NH, USA",TAYLOR,JOHNSON,Fort Worth,TX, USA,120,28,29,53,2,16,79,84,50,18,111,75,776,27,27,1,28.74
Ohio Valley,Murray State,"Murray, KY, USA",TEMETRIUS,MORANT,Dalzel,SC, USA,134,30,27,112,13,55,201,153,59,27,157,79,1086,32,32,1,33.94
Atlantic Coast,Notre Dame,"South Bend, IN, USA",TEMPLE,GIBBS,Scotch Plains,NJ, USA,171,37,81,129,3,28,107,73,66,25,245,54,1348,36,36,1,37.44
Atlantic Coast,Florida State,"Tallahassee, FL, USA",TERANCE,MANN,Lowell,MA, USA,171,31,13,74,9,65,87,120,55,39,130,60,993,35,34,0.97,28.37
Southeastern,Ole Miss,"Oxford, MS, USA",TERENCE,DAVIS,Southaven,MS, USA,157,29,59,67,28,47,67,151,96,26,229,72,874,32,32,1,27.31
Ivy,Cornell,"Ithaca, NY, USA",TERRANCE,MCBRIDE,Lynwood,CA, USA,49,13,9,21,1,10,68,52,27,7,39,24,684,28,26,0.93,24.43
American Athletic,UCF,"Orlando, FL, USA",TERRELL,ALLEN,Upper Marlboro,MD, USA,63,43,10,40,0,21,88,75,75,18,93,55,960,32,32,1,30
Big West,Cal State Northridge,"Northridge, CA, USA",TERRELL,GOMEZ,Los Angeles,CA, USA,121,19,65,44,0,12,109,60,43,11,156,62,1022,30,30,1,34.07
Ohio Valley,Murray State,"Murray, KY, USA",TERRELL,MILLER,Jacksonville,FL, USA,178,26,70,57,16,34,50,241,79,22,177,59,978,32,32,1,30.56
American Athletic,South Florida,"Tampa, FL, USA",TERRENCE,SAMUEL,Brooklyn,NY, USA,60,35,13,77,0,19,93,112,44,19,93,69,909,32,32,1,28.41
American Athletic,Connecticut,"Hartford, CT, USA",TERRY,LARRIER,Bronx,NY, USA,148,20,51,56,7,38,25,100,49,15,224,69,987,32,29,0.91,30.84
Atlantic 10,George Washington,"Washington, DC, USA",TERRY,NOLAN,Essex,MD, USA,96,52,38,71,12,24,82,82,94,28,140,66,971,33,33,1,29.42
Ohio Valley,Austin Peay,"Clarksville, TN, USA",TERRY,TAYLOR,Bowling Green,KY, USA,196,20,38,100,34,133,25,158,64,37,166,61,1070,34,34,1,31.47
Southland,Abilene Christian,"Abilene, TX, USA",TEVIN,FOSTER,Lawton,OK, USA,122,47,46,105,4,20,112,79,64,26,169,85,1037,32,32,1,32.41
Summit League,South Dakota State,"Brookings, SD, USA",TEVIN,KING,Chicago,IL, USA,120,59,18,61,8,50,104,146,95,24,110,60,944,35,35,1,26.97
Southland,Nicholls State,"Thibodaux, LA, USA",TEVON,SADDLER,Aberdeen,MD, USA,162,48,19,131,7,45,85,154,75,40,181,95,878,32,30,0.94,27.44
Missouri Valley,Valparaiso,"Valparaiso, IN, USA",TEVONN,WALKER,Montreal,QC, CAN,134,48,39,106,2,32,48,103,49,30,213,48,864,32,28,0.88,27
Mid-American,Ohio,"Athens, OH, USA",TEYVION,KIRK,Joliet,IL, USA,160,42,16,137,5,34,95,154,72,53,205,106,993,31,31,1,32.03
Southland,Central Arkansas,"Conway, AR, USA",THATCH,UNRUH,Branson,MO, USA,101,30,47,57,3,19,85,102,71,16,142,61,821,35,35,1,23.46
Atlantic Coast,North Carolina,"Chapel Hill, NC, USA",THEO,PINSON,Greensboro,NC, USA,130,40,12,108,20,55,187,185,84,24,145,89,1101,37,37,1,29.76
America East,Binghamton,"Binghamton, NY, USA",THOMAS,BRUCE,Washington,DC, USA,132,17,0,59,60,56,37,200,48,50,89,51,903,31,29,0.94,29.13
Metro Atlantic Athletic,Manhattan,"Bronx, NY, USA",THOMAS,CAPUANO,Hastings-on-Hudson,NY, USA,60,18,31,6,2,11,36,49,45,8,62,26,705,31,31,1,22.74
Patriot League,Army,"West Point, NY, USA",THOMAS,FUNK,Warrington,PA, USA,119,23,34,51,1,18,172,75,47,22,160,66,904,30,30,1,30.13
Pacific 12,UCLA,"Los Angeles, CA, USA",THOMAS,WELSH,Redondo Beach,CA, USA,162,22,45,48,29,87,46,271,79,10,172,34,1096,33,33,1,33.21
Mid-American,Western Michigan,"Kalamazoo, MI, USA",THOMAS,WILDER,Montgomery,IL, USA,191,62,47,174,10,23,138,118,71,33,252,79,1050,32,32,1,32.81
Mid-American,Eastern Michigan,"Ypsilanti, MI, USA",TIM,BOND,Baltimore,MD, USA,124,85,30,44,40,29,121,142,70,21,144,63,1085,35,35,1,31
America East,Binghamton,"Binghamton, NY, USA",TIMMY,ROSE,Scranton,PA, USA,52,14,15,23,3,8,87,44,25,19,69,55,677,31,31,1,21.84
West Coast,BYU,"Provo, UT, USA",TJ,HAWS,Alpine,UT, USA,139,43,50,82,10,12,145,84,66,16,200,66,1179,35,35,1,33.69
Southland,Stephen F. Austin,"Nacogdoches, TX, USA",TJ,HOLYFIELD,Albuquerque,NM, USA,167,40,28,89,44,84,30,139,101,30,138,95,952,35,35,1,27.2
Big West,UC Davis,"Davis, CA, USA",TJ,SHORTS,Tustin,CA, USA,162,64,10,158,7,12,144,112,66,54,150,81,1045,33,33,1,31.67
Metro Atlantic Athletic,Iona,"New Rochelle, NY, USA",TK,EDOGI,Phoenix,AZ, USA,124,18,1,45,39,88,14,155,61,15,94,50,820,34,34,1,24.12
Southwestern Athletic,Alabama State,"Montgomery, AL, USA",TOBI,EWUOSHO,Chicago,IL, USA,64,27,9,44,5,39,43,89,75,31,89,49,660,31,30,0.97,21.29
Metro Atlantic Athletic,Marist,"Poughkeepsie, NY, USA",TOBIAS,SJOBERG,Malmo,, SWE,63,8,0,23,25,61,43,104,90,13,37,52,673,31,29,0.94,21.71
Big East,Creighton,"Omaha, NE, USA",TOBY,HEGNER,Berlin,WI, USA,92,7,36,33,15,27,26,66,70,6,93,21,676,33,30,0.91,20.48
Patriot League,Navy,"Annapolis, MD, USA",TOM,LACEY,Glen Ridge,NJ, USA,89,24,1,88,11,62,51,141,53,43,86,54,810,32,31,0.97,25.31
Big West,UC Irvine,"Irvine, CA, USA",TOMMY,RUTHERFORD,El Cajon,CA, USA,133,9,6,82,23,62,28,137,102,33,95,72,747,35,35,1,21.34
Southeastern,Texas A&M,"College Station, TX, USA",TONNY,TROCHA-MORELOS,Cartagena,, COL,84,15,26,42,33,53,40,99,74,28,122,34,774,35,35,1,22.11
Big Ten,Penn State,"University Park, PA, USA",TONY,CARR,Philadelphia,PA, USA,245,30,88,147,11,33,186,150,65,37,355,85,1308,39,37,0.95,33.54
Atlantic 10,La Salle,"Philadelphia, PA, USA",TONY,WASHINGTON,Detroit,MI, USA,104,10,0,38,21,72,20,130,95,24,61,48,726,32,32,1,22.69
Sun Belt,Georgia Southern,"Statesboro, GA, USA",TOOKIE,BROWN,Madison,GA, USA,190,56,49,177,10,20,137,110,59,58,166,80,1035,33,32,0.97,31.36
Atlantic Coast,North Carolina State,"Raleigh, NC, USA",TORIN,DORN,Charlotte,NC, USA,178,33,23,79,13,80,46,128,76,29,157,66,948,33,33,1,28.73
Big Sky,Northern Arizona,"Flagstaff, AZ, USA",TORRY,JOHNSON,Chicago,IL, USA,103,33,28,123,0,21,50,48,61,36,170,82,834,32,31,0.97,26.06
Pacific 12,Arizona State,"Tempe, AZ, USA",TRA,HOLDER,Los Angeles,CA, USA,177,42,69,159,1,30,110,104,65,31,258,78,1124,32,32,1,35.13
America East,Vermont,"Burlington, VT, USA",TRAE,BELL-HAYNES,Toronto,ON, CAN,166,38,22,144,4,21,138,126,62,53,159,106,1089,35,34,0.97,31.11
West Coast,Pepperdine,"Malibu, CA, USA",TRAE,BERHOW,Watertown,MN, USA,107,17,48,38,3,44,26,126,72,13,128,34,916,32,30,0.94,28.63
Big 12,Oklahoma,"Norman, OK, USA",TRAE,YOUNG,Norman,OK, USA,261,54,118,236,8,14,278,111,58,38,357,167,1123,32,32,1,35.09
Colonial,Drexel,"Philadelphia, PA, USA",TRAMAINE,ISABELL,Seattle,WA, USA,202,34,50,132,0,30,96,180,48,41,224,80,952,33,28,0.85,28.85
Southland,New Orleans,"New Orleans, LA, USA",TRAVIN,THIBODEAUX,Plaquemine,LA, USA,160,36,16,87,29,29,76,119,70,39,134,56,746,33,26,0.79,22.61
America East,Albany,"Guilderland, NY, USA",TRAVIS,CHARLES,Brooklyn,NY, USA,174,17,0,106,13,60,22,115,79,23,140,55,896,32,31,0.97,28
Big South,Charleston Southern,"North Charleston, SC, USA",TRAVIS,MCCONICO,Jacksonville,FL, USA,105,36,61,36,9,37,32,86,53,15,135,38,755,31,30,0.97,24.35
Sun Belt,Louisiana-Monroe,"Monroe, LA, USA",TRAVIS,MUNNINGS,Freeport,, BHS,185,40,70,70,6,53,76,180,70,27,209,53,1106,32,32,1,34.56
America East,Hartford,"West Hartford, CT, USA",TRAVIS,WEATHERINGTON,Palm Beach,FL, USA,103,30,59,18,2,17,37,71,43,2,111,48,877,33,33,1,26.58
Southwestern Athletic,Arkansas-Pine Bluff,"Pine Bluff, AR, USA",TRAVON,HARPER,McNeil,AR, USA,140,20,11,80,30,59,25,108,108,33,111,55,803,35,35,1,22.94
Southwestern Athletic,Texas Southern,"Houston, TX, USA",TRAYVON,REED,Mobile,AL, USA,112,13,1,67,91,75,11,185,91,35,52,37,834,36,30,0.83,23.17
Ohio Valley,Austin Peay,"Clarksville, TN, USA",TRE',IVORY,Louisville,KY, USA,44,39,7,36,0,17,134,53,67,31,125,62,897,34,34,1,26.38
Big East,DePaul,"Chicago, IL, USA",TRE'DARIUS,MCCALLUM,Myrtle Beach,SC, USA,130,41,26,24,13,44,29,134,83,14,155,45,909,31,31,1,29.32
Sun Belt,Texas State,"San Marcos, TX, USA",TRE'LARENZ,NOTTINGHAM,Moreno Valley,CA, USA,75,25,46,52,5,5,88,72,58,18,156,63,836,33,33,1,25.33
Mid-American,Toledo,"Toledo, OH, USA",TRE'SHAUN,FLETCHER,Wilmar,AR, USA,205,27,49,139,7,59,142,205,49,56,238,79,1087,34,33,0.97,31.97
Conference USA,Florida International,"Miami, FL, USA",TREJON,JACOB,Raleigh,NC, USA,158,35,72,63,8,26,28,128,43,35,209,37,1043,32,31,0.97,32.59
Southeastern,LSU,"Baton Rouge, LA, USA",TREMONT,WATERS,New Haven,CT, USA,168,68,72,117,3,10,197,101,67,29,235,97,1089,33,33,1,33
Atlantic Coast,Florida State,"Tallahassee, FL, USA",TRENT,FORREST,Chipley,FL, USA,87,53,3,91,12,44,138,123,58,40,90,59,871,35,34,0.97,24.89
Big Ten,Illinois,"Champaign, IL, USA",TRENT,FRAZIER,Wellington,FL, USA,140,54,61,58,1,7,99,49,68,32,206,71,842,32,32,1,26.31
Pacific 12,Oregon State,"Corvallis, OR, USA",TRES,TINKLE,Missoula,MT, USA,192,45,48,131,18,56,117,175,85,25,215,93,1164,32,32,1,36.38
Big East,Xavier,"Cincinnati, OH, USA",TREVON,BLUIETT,Indianapolis,IN, USA,202,26,105,167,9,29,87,164,77,30,260,70,1200,35,35,1,34.29
Atlantic Coast,Duke,"Durham, NC, USA",TREVON,DUVAL,New Castle,DE, USA,148,54,31,53,5,20,207,53,89,36,198,102,1103,37,37,1,29.81
Mountain West,Air Force,"Colorado Springs, CO, USA",TREVOR,LYONS,Newport News,VA, USA,95,43,33,69,2,18,102,128,56,25,147,64,1012,31,31,1,32.65
Southern,Wofford,"Spartanburg, SC, USA",TREVOR,STUMPE,Plainfield,IL, USA,104,25,47,57,3,37,62,84,79,9,122,42,775,34,29,0.85,22.79
Summit League,South Dakota,"Vermillion, SD, USA",TREY,BURCH-MANNING,Federal Way,WA, USA,117,33,7,63,3,57,51,177,79,36,116,45,873,35,35,1,24.94
Mountain West,San Diego State,"San Diego, CA, USA",TREY,KELL,San Diego,CA, USA,98,31,26,72,6,17,114,99,36,25,157,44,797,33,28,0.85,24.15
Atlantic 10,Dayton,"Dayton, OH, USA",TREY,LANDERS,Dayton,OH, USA,126,31,19,58,11,65,52,97,74,22,90,57,837,31,29,0.94,27
Mid-American,Ball State,"Muncie, IN, USA",TREY,MOSES,Louisville,KY, USA,134,15,0,93,27,81,66,180,72,62,101,71,838,32,32,1,26.19
Ivy,Yale,"New Haven, CT, USA",TREY,PHILLS,Charlotte,NC, USA,104,33,20,72,22,44,58,88,48,29,96,46,825,31,31,1,26.61
Conference USA,Old Dominion,"Norfolk, VA, USA",TREY,PORTER,Woodbridge,VA, USA,146,15,1,128,43,79,16,118,63,63,103,41,756,32,32,1,23.63
Sun Belt,South Alabama,"Mobile, AL, USA",TRHAE,MITCHELL,Austell,GA, USA,82,29,13,47,44,31,81,162,84,29,96,54,956,32,32,1,29.88
Sun Belt,Arkansas State,"Jonesboro, AR, USA",TRISTIN,WALLEY,Richton,MS, USA,70,26,29,38,20,47,16,84,47,17,103,43,656,32,30,0.94,20.5
Southern,Samford,"Birmingham, AL, USA",TRISTON,CHAMBERS,Cold Springs,AL, USA,91,21,66,33,2,16,15,46,51,9,116,37,721,32,32,1,22.53
Summit League,South Dakota,"Vermillion, SD, USA",TRISTON,SIMPSON,Lincoln,NE, USA,108,28,30,52,1,15,109,60,52,27,134,61,1071,35,35,1,30.6
Pacific 12,Oregon,"Eugene, OR, USA",TROY,BROWN,Las Vegas,NV, USA,143,55,32,78,7,53,111,164,79,27,179,86,1093,36,35,0.97,30.36
Sun Belt,Arkansas State,"Jonesboro, AR, USA",TY,COCKFIELD,Gainesville,GA, USA,171,29,54,83,4,25,64,66,52,22,214,69,955,32,32,1,29.84
Big Sky,Eastern Washington,"Cheney, WA, USA",TY,GIBSON,Issaquah,WA, USA,72,22,61,15,1,12,43,64,44,5,112,23,915,35,35,1,26.14
Atlantic Coast,Virginia,"Charlottesville, VA, USA",TY,JEROME,New Rochelle,NY, USA,133,55,58,38,1,11,132,95,79,4,183,54,1046,34,34,1,30.76
Colonial,North Carolina-Wilmington,"Wilmington, NC, USA",TY,TAYLOR,Grandview,MO, USA,154,26,51,76,5,26,61,114,44,21,241,57,945,32,32,1,29.53
Metro Atlantic Athletic,Rider,"Lawrenceville, NJ, USA",TYERE,MARSHALL,Philadelphia,PA, USA,133,16,0,64,16,79,32,133,78,54,128,40,726,32,32,1,22.69
Sun Belt,Texas State,"San Marcos, TX, USA",TYLER,BLOUNT,Virginia Beach,VA, USA,84,11,51,12,1,10,37,52,32,10,115,24,768,33,33,1,23.27
Big Ten,Iowa,"Iowa City, IA, USA",TYLER,COOK,St. Louis,MO, USA,192,21,1,121,19,72,57,152,89,63,147,82,923,33,33,1,27.97
Southeastern,Texas A&M,"College Station, TX, USA",TYLER,DAVIS,Plano,TX, USA,206,12,7,101,48,123,44,189,91,61,146,70,1017,35,35,1,29.06
Summit League,South Dakota,"Vermillion, SD, USA",TYLER,HAGEDORN,Norfolk,NE, USA,153,24,44,93,28,51,37,148,71,20,193,45,836,35,34,0.97,23.89
Big Sky,Montana State,"Bozeman, MT, USA",TYLER,HALL,Rock Island,IL, USA,174,25,99,97,12,23,86,93,44,10,254,56,994,32,31,0.97,31.06
Atlantic Sun,Kennesaw State,"Kennesaw, GA, USA",TYLER,HOOKER,Simpsonville,SC, USA,113,38,16,81,4,10,78,70,58,33,163,71,782,30,30,1,26.07
Mid Eastern Athletic,Maryland-Eastern Shore,"Princess Anne, MD, USA",TYLER,JONES,Atlantic City,NJ, USA,142,13,22,81,20,51,20,109,63,32,198,53,941,32,32,1,29.41
Northeast,Central Connecticut State,"New Britain, CT, USA",TYLER,KOHL,Allentown,PA, USA,178,42,43,113,4,59,127,193,62,31,247,113,1072,32,31,0.97,33.5
Metro Atlantic Athletic,Fairfield,"Bridgeport, CT, USA",TYLER,NELSON,Bradford,MA, USA,230,45,104,168,3,18,110,120,47,23,317,82,1205,33,33,1,36.52
Summit League,South Dakota,"Vermillion, SD, USA",TYLER,PETERSON,Lino Lakes,MN, USA,100,32,21,50,4,28,65,86,72,16,113,45,851,35,35,1,24.31
Pacific 12,Utah,"Salt Lake City, UT, USA",TYLER,RAWSON,American Fork,UT, USA,126,24,63,65,32,40,128,198,71,19,155,68,1093,35,35,1,31.23
Patriot League,Boston University,"Boston, MA, USA",TYLER,SCANLON,Chantilly,VA, USA,111,44,47,55,4,31,94,141,46,16,138,60,968,31,31,1,31.23
Colonial,Elon,"Elon, NC, USA",TYLER,SEIBRING,Normal,IL, USA,183,9,82,48,21,48,70,168,38,19,190,35,1055,32,32,1,32.97
Missouri Valley,Southern Illinois,"Carbondale, IL, USA",TYLER,SMITHPETERS,Harrisburg,IL, USA,80,37,49,44,5,20,77,123,68,19,119,47,836,33,33,1,25.33
West Coast,San Diego,"San Diego, CA, USA",TYLER,WILLIAMS,Plano,TX, USA,77,19,44,56,5,30,51,82,62,10,96,41,921,34,29,0.85,27.09
Horizon,Cleveland State,"Cleveland, OH, USA",TYREE,APPLEBY,Jacksonville,AR, USA,129,44,36,106,8,17,135,65,59,42,163,115,874,35,34,0.97,24.97
Conference USA,Southern Miss,"Hattiesburg, MS, USA",TYREE,GRIFFIN,New Orleans,LA, USA,181,59,55,92,3,25,201,114,56,40,239,89,1212,34,34,1,35.65
Missouri Valley,Indiana State,"Terre Haute, IN, USA",TYREKE,KEY,Celina,TN, USA,77,28,22,62,8,25,44,101,59,25,141,43,821,31,29,0.94,26.48
Sun Belt,Appalachian State,"Boone, NC, USA",TYRELL,JOHNSON,Atlanta,GA, USA,88,8,31,37,37,37,19,98,76,17,124,39,731,33,33,1,22.15
America East,Stony Brook,"Stony Brook, NY, USA",TYRELL,STURDIVANT,Chester,PA, USA,81,52,29,43,13,41,56,105,77,35,131,63,719,32,32,1,22.47
Conference USA,Middle Tennessee,"Murfreesboro, TN, USA",TYRIK,DIXON,Bentonville,AR, USA,52,27,21,27,2,13,100,83,81,7,87,42,720,33,32,0.97,21.82
Southeastern,Mississippi State,"Starkville, MS, USA",TYSON,CARTER,Starkville,MS, USA,113,28,58,46,1,6,46,62,30,9,160,36,845,37,37,1,22.84
Summit League,North Dakota State,"Fargo, ND, USA",TYSON,WARD,Tampa,FL, USA,141,27,36,61,10,36,83,153,69,19,161,79,888,32,32,1,27.75
Atlantic Coast,Syracuse,"Syracuse, NY, USA",TYUS,BATTLE,Edison,NJ, USA,234,54,77,167,7,17,76,91,74,32,352,87,1441,37,37,1,38.95
Missouri Valley,Northern Iowa,"Cedar Falls, IA, USA",TYWHON,PICKFORD,Minneapolis,MN, USA,102,20,30,58,11,60,40,188,32,17,172,35,951,32,32,1,29.72
America East,Stony Brook,"Stony Brook, NY, USA",UC,IROEGBU,Sacramento,CA, USA,82,38,48,48,6,24,49,54,60,19,134,33,799,32,32,1,24.97
Big 12,Kansas,"Lawrence, KS, USA",UDOKA,AZUBUIKE,Delta,, NGA,211,20,0,45,60,87,24,165,111,63,63,63,852,39,36,0.92,21.85
Atlantic 10,Massachusetts,"Amherst, MA, USA",UNIQUE,MCLEAN,Brooklyn,NY, USA,74,24,14,18,13,48,59,114,76,13,127,40,883,33,33,1,26.76
Atlantic Coast,Louisville,"Louisville, KY, USA",V.J.,KING,Cleveland,OH, USA,106,21,24,72,4,23,32,97,63,26,160,51,914,36,36,1,25.39
Colonial,Northeastern,"Boston, MA, USA",VASA,PUSICA,Belgrade,, SRB,189,36,76,138,4,9,168,111,68,33,186,113,1132,33,33,1,34.3
Big Ten,Northwestern,"Rosemont, IL, USA",VIC,LAW,South Holland,IL, USA,109,29,51,56,15,30,60,126,74,12,152,45,853,32,27,0.84,26.66
Big West,Cal Poly,"San Luis Obispo, CA, USA",VICTOR,JOSEPH,Rancho Cucamonga,CA, USA,147,26,64,88,5,18,59,61,60,12,216,59,913,31,31,1,29.45
Big Sky,Idaho,"Moscow, ID, USA",VICTOR,SANDERS,Portland,OR, USA,183,32,81,144,15,18,102,89,61,41,216,97,953,31,31,1,30.74
Big Ten,Purdue,"West Lafayette, IN, USA",VINCENT,EDWARDS,Middletown,OH, USA,180,18,51,100,21,71,101,188,62,20,198,71,1106,37,36,0.97,29.89
Pacific 12,Washington State,"Pullman, WA, USA",VIONT'E,DANIELS,Federal Way,WA, USA,92,15,71,24,3,16,61,55,49,7,107,29,1015,31,31,1,32.74
